bot_id,market,algorithm,symbol,closed_trades_72h,wins,win_rate_pct,realized_pnl_72h,status,deactivated_at,deactivation_reason
sp500_ko_lstm_nn__ps_v6,SP500,lstm_nn__ps,KO,17,2,11.8,-2.45,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
sp500_ko_lstm_nn__ps_v3,SP500,lstm_nn__ps,KO,17,2,11.8,-2.45,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
sp500_ko_lstm_nn__ps_v8,SP500,lstm_nn__ps,KO,13,2,15.4,-2.45,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
nasdaq_intc_arima_garch__ps_v3,NASDAQ,arima_garch__ps,INTC,8,2,25.0,-2.41,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
sp500_egarch_v5,SP500,egarch,"",21,2,9.5,-2.33,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
sp500_arima_garch_v4,SP500,arima_garch,"",13,3,23.1,-2.30,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
sp500_arima_garch,SP500,arima_garch,"",13,3,23.1,-2.30,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
sp500_arima_garch_v7,SP500,arima_garch,"",13,3,23.1,-2.30,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
sp500_arima_garch_v6,SP500,arima_garch,"",13,3,23.1,-2.30,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
nasdaq_avgo_egarch__ps_v7,NASDAQ,egarch__ps,AVGO,14,2,14.3,-2.17,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
nasdaq_avgo_egarch__ps_v6,NASDAQ,egarch__ps,AVGO,14,2,14.3,-2.17,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
nasdaq_avgo_egarch__ps,NASDAQ,egarch__ps,AVGO,14,2,14.3,-2.17,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
crypto_gru_nn_v5,CRYPTO,gru_nn,"",118,31,26.3,-1.44,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
crypto_xgboost_v3,CRYPTO,xgboost,"",85,17,20.0,-1.40,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
nasdaq_sarima_v4,NASDAQ,sarima,"",62,17,27.4,-1.22,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
nasdaq_sarima,NASDAQ,sarima,"",62,17,27.4,-1.22,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
sp500_bac_egarch__ps_v4,SP500,egarch__ps,BAC,9,0,0.0,-0.72,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
sp500_bac_egarch__ps_v6,SP500,egarch__ps,BAC,9,0,0.0,-0.72,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
sp500_bac_egarch__ps_v7,SP500,egarch__ps,BAC,9,0,0.0,-0.72,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
sp500_bac_egarch__ps,SP500,egarch__ps,BAC,9,0,0.0,-0.72,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
crypto_xgboost_v6,CRYPTO,xgboost,"",68,13,19.1,-0.56,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
crypto_xgboost,CRYPTO,xgboost,"",68,13,19.1,-0.56,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
crypto_xgboost_v7,CRYPTO,xgboost,"",68,13,19.1,-0.56,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
crypto_eth_lightgbm__ps_v3,CRYPTO,lightgbm__ps,ETH,22,9,40.9,-0.43,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
sp500_bac_egarch__ps_v3,SP500,egarch__ps,BAC,10,3,30.0,-0.36,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
sp500_bac_egarch__ps_v9,SP500,egarch__ps,BAC,10,3,30.0,-0.36,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
nasdaq_qcom_arima_garch__ps,NASDAQ,arima_garch__ps,QCOM,25,3,12.0,-0.26,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
nasdaq_qcom_arima_garch__ps_v3,NASDAQ,arima_garch__ps,QCOM,25,3,12.0,-0.26,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
nasdaq_qcom_arima_garch__ps_v4,NASDAQ,arima_garch__ps,QCOM,25,3,12.0,-0.26,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
nasdaq_qcom_arima_garch__ps_v8,NASDAQ,arima_garch__ps,QCOM,25,3,12.0,-0.26,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
nasdaq_qcom_arima_garch__ps_v7,NASDAQ,arima_garch__ps,QCOM,25,3,12.0,-0.26,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
nasdaq_qcom_arima_garch__ps_v6,NASDAQ,arima_garch__ps,QCOM,25,3,12.0,-0.26,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
sp500_xom_lstm_nn__ps_v7,SP500,lstm_nn__ps,XOM,30,6,20.0,-0.25,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
sp500_xom_lstm_nn__ps_v3,SP500,lstm_nn__ps,XOM,30,6,20.0,-0.25,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
sp500_xom_lstm_nn__ps,SP500,lstm_nn__ps,XOM,30,6,20.0,-0.25,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
sp500_xom_lstm_nn__ps_v6,SP500,lstm_nn__ps,XOM,30,6,20.0,-0.25,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
sp500_xom_lstm_nn__ps_v9,SP500,lstm_nn__ps,XOM,30,6,20.0,-0.25,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
sp500_xom_lstm_nn__ps_v8,SP500,lstm_nn__ps,XOM,28,6,21.4,-0.07,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
sp500_xom_lstm_nn__ps_v2,SP500,lstm_nn__ps,XOM,24,6,25.0,-0.07,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
sp500_xom_lstm_nn__ps_v5,SP500,lstm_nn__ps,XOM,28,6,21.4,-0.05,DEACTIVATED,2026-07-03 08:49,Tier-2 YELLOW re-eval 2026-07-03 08:49: realized PnL<0 tren >=5 lenh dong (full window) -> chien luoc thua co he thong. Deactivate.
nasdaq_lightgbm_v9,NASDAQ,lightgbm,"",34,7,20.6,-51.29,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_egarch_v3,NASDAQ,egarch,"",55,14,25.5,-50.80,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_random_forest_v6,NASDAQ,random_forest,"",38,6,15.8,-49.53,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_moving_average_v3,NASDAQ,moving_average,"",12,3,25.0,-47.76,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_sarima_v2,NASDAQ,sarima,"",16,3,18.8,-47.36,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_moving_average_v6,NASDAQ,moving_average,"",6,0,0.0,-46.65,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_moving_average_v7,NASDAQ,moving_average,"",3,0,0.0,-43.74,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_arima_garch_v6,NASDAQ,arima_garch,"",89,26,29.2,-43.41,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_gru_nn_v4,NASDAQ,gru_nn,"",9,2,22.2,-43.23,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_lightgbm_v6,NASDAQ,lightgbm,"",21,5,23.8,-43.04,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_ensemble_v6,NASDAQ,ensemble,"",64,13,20.3,-42.28,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_arima_garch_v7,NASDAQ,arima_garch,"",90,26,28.9,-40.88,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_egarch_v6,NASDAQ,egarch,"",21,5,23.8,-40.62,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_ema,NASDAQ,ema,"",11,3,27.3,-40.40,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_moving_average,NASDAQ,moving_average,"",3,0,0.0,-40.27,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_lightgbm,NASDAQ,lightgbm,"",14,3,21.4,-38.71,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_arima_garch_v4,NASDAQ,arima_garch,"",91,26,28.6,-38.32,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_arima_garch,NASDAQ,arima_garch,"",91,26,28.6,-38.32,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_random_forest_v7,NASDAQ,random_forest,"",40,6,15.0,-37.61,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_xgboost_v6,NASDAQ,xgboost,"",42,11,26.2,-37.14,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_lightgbm_v3,NASDAQ,lightgbm,"",26,7,26.9,-31.13,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_ema_v6,NASDAQ,ema,"",11,3,27.3,-30.99,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_moving_average_v4,NASDAQ,moving_average,"",2,0,0.0,-29.08,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_ensemble_v5,NASDAQ,ensemble,"",15,4,26.7,-28.35,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_lightgbm_v8,NASDAQ,lightgbm,"",30,7,23.3,-22.55,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_intc_sarima__ps_v2,NASDAQ,sarima__ps,INTC,10,2,20.0,-21.79,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
gold_moving_average_v3,GOLD,moving_average,"",3,0,0.0,-21.76,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_intc_sarima__ps_v7,NASDAQ,sarima__ps,INTC,9,2,22.2,-21.38,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_intc_sarima__ps_v8,NASDAQ,sarima__ps,INTC,10,2,20.0,-20.84,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_intc_sarima__ps_v6,NASDAQ,sarima__ps,INTC,9,1,11.1,-20.14,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_intc_sarima__ps_v9,NASDAQ,sarima__ps,INTC,11,2,18.2,-18.79,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_intc_sarima__ps,NASDAQ,sarima__ps,INTC,10,2,20.0,-18.70,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_intc_sarima__ps_v4,NASDAQ,sarima__ps,INTC,10,2,20.0,-18.70,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
crypto_ema,CRYPTO,ema,"",4,1,25.0,-18.57,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
crypto_ema_v4,CRYPTO,ema,"",4,1,25.0,-18.57,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_amd_ema__ps,NASDAQ,ema__ps,AMD,2,0,0.0,-17.94,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
gold_moving_average_v9,GOLD,moving_average,"",3,0,0.0,-17.73,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_intc_sarima__ps_v3,NASDAQ,sarima__ps,INTC,9,1,11.1,-16.13,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_sarima_v10,NASDAQ,sarima,"",1,0,0.0,-15.90,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_arima_garch_v12,NASDAQ,arima_garch,"",44,10,22.7,-15.82,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_ema_v4,NASDAQ,ema,"",2,0,0.0,-15.68,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_random_forest_v12,NASDAQ,random_forest,"",27,5,18.5,-15.37,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
gold_moving_average,GOLD,moving_average,"",2,0,0.0,-14.71,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
gold_moving_average_v6,GOLD,moving_average,"",2,0,0.0,-14.71,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
gold_moving_average_v7,GOLD,moving_average,"",2,0,0.0,-14.71,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_amd_ema__ps_v7,NASDAQ,ema__ps,AMD,1,0,0.0,-13.96,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_amd_ema__ps_v6,NASDAQ,ema__ps,AMD,2,0,0.0,-13.38,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
crypto_ensemble_v2,CRYPTO,ensemble,"",9,2,22.2,-12.58,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
crypto_ema_v7,CRYPTO,ema,"",1,0,0.0,-12.44,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_lightgbm_v7,NASDAQ,lightgbm,"",7,2,28.6,-12.28,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_arima_garch_v11,NASDAQ,arima_garch,"",40,9,22.5,-12.26,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_tsla_moving_average__ps_v7,NASDAQ,moving_average__ps,TSLA,1,0,0.0,-12.25,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_intc_lstm_nn__ps_v3,NASDAQ,lstm_nn__ps,INTC,2,0,0.0,-12.04,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_random_forest_v11,NASDAQ,random_forest,"",11,2,18.2,-11.96,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_amd_moving_average__ps_v6,NASDAQ,moving_average__ps,AMD,2,0,0.0,-11.49,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_amd_moving_average__ps_v3,NASDAQ,moving_average__ps,AMD,2,0,0.0,-11.49,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_amd_moving_average__ps_v9,NASDAQ,moving_average__ps,AMD,2,0,0.0,-11.49,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_egarch_v11,NASDAQ,egarch,"",6,0,0.0,-11.44,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_amd_ema__ps_v3,NASDAQ,ema__ps,AMD,4,1,25.0,-11.37,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_amd_lightgbm__ps_v5,NASDAQ,lightgbm__ps,AMD,1,0,0.0,-11.33,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_intc_lstm_nn__ps_v9,NASDAQ,lstm_nn__ps,INTC,2,0,0.0,-11.20,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_tsla_ema__ps_v8,NASDAQ,ema__ps,TSLA,1,0,0.0,-11.19,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_tsla_ema__ps_v2,NASDAQ,ema__ps,TSLA,1,0,0.0,-11.19,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_tsla_moving_average__ps,NASDAQ,moving_average__ps,TSLA,1,0,0.0,-11.19,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_gru_nn_v6,SP500,gru_nn,"",28,7,25.0,-11.12,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_qcom_egarch__ps_v5,NASDAQ,egarch__ps,QCOM,1,0,0.0,-11.08,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_gru_nn_v3,SP500,gru_nn,"",39,7,17.9,-11.04,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
gold_ema_v9,GOLD,ema,"",2,0,0.0,-10.88,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_wmt_random_forest__ps_v9,SP500,random_forest__ps,WMT,6,0,0.0,-10.81,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_intc_gru_nn__ps_v5,NASDAQ,gru_nn__ps,INTC,1,0,0.0,-10.80,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_tsla_xgboost__ps_v9,NASDAQ,xgboost__ps,TSLA,2,0,0.0,-10.70,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_tsla_moving_average__ps_v9,NASDAQ,moving_average__ps,TSLA,2,0,0.0,-10.70,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_tsla_moving_average__ps_v6,NASDAQ,moving_average__ps,TSLA,2,0,0.0,-10.70,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
nasdaq_tsla_moving_average__ps_v3,NASDAQ,moving_average__ps,TSLA,2,0,0.0,-10.70,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_wmt_lstm_nn__ps_v4,SP500,lstm_nn__ps,WMT,1,0,0.0,-10.65,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_wmt_lstm_nn__ps_v8,SP500,lstm_nn__ps,WMT,1,0,0.0,-10.65,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_wmt_gru_nn__ps_v6,SP500,gru_nn__ps,WMT,1,0,0.0,-10.65,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_wmt_random_forest__ps_v3,SP500,random_forest__ps,WMT,5,0,0.0,-10.65,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_wmt_gru_nn__ps_v5,SP500,gru_nn__ps,WMT,1,0,0.0,-10.65,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
sp500_wmt_lstm_nn__ps_v3,SP500,lstm_nn__ps,WMT,1,0,0.0,-10.65,DEACTIVATED,2026-07-03 09:00,Active sweep 2026-07-03 09:00: win-rate<30% & realized PnL<0. Deactivate.
