bot_id,market,algorithm,symbol
gold_btmc_nhan_tron_ensemble__ps_v7,GOLD,ensemble__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_ensemble__ps_v10,GOLD,ensemble__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_ensemble__ps,GOLD,ensemble__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_ensemble__ps_v8,GOLD,ensemble__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_ensemble__ps_v4,GOLD,ensemble__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_ensemble__ps_v2,GOLD,ensemble__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_ensemble__ps_v5,GOLD,ensemble__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_ensemble__ps_v9,GOLD,ensemble__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_ensemble__ps_v3,GOLD,ensemble__ps,BTMC_nhan_tron
gold_btmc_sjc_ensemble__ps_v7,GOLD,ensemble__ps,BTMC_sjc
gold_btmc_sjc_ensemble__ps_v8,GOLD,ensemble__ps,BTMC_sjc
gold_btmc_sjc_ensemble__ps,GOLD,ensemble__ps,BTMC_sjc
gold_btmc_sjc_ensemble__ps_v2,GOLD,ensemble__ps,BTMC_sjc
gold_btmc_sjc_ensemble__ps_v4,GOLD,ensemble__ps,BTMC_sjc
gold_btmc_sjc_ensemble__ps_v9,GOLD,ensemble__ps,BTMC_sjc
gold_btmc_sjc_ensemble__ps_v3,GOLD,ensemble__ps,BTMC_sjc
gold_btmc_sjc_ensemble__ps_v5,GOLD,ensemble__ps,BTMC_sjc
gold_btmc_sjc_ensemble__ps_v6,GOLD,ensemble__ps,BTMC_sjc
gold_btmc_sjc_ensemble__ps_v10,GOLD,ensemble__ps,BTMC_sjc
gold_xau_spot_ensemble__ps_v4,GOLD,ensemble__ps,XAU_spot
gold_xau_spot_ensemble__ps_v10,GOLD,ensemble__ps,XAU_spot
gold_btmc_nhan_tron_gru_nn__ps_v8,GOLD,gru_nn__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_gru_nn__ps_v2,GOLD,gru_nn__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_gru_nn__ps_v10,GOLD,gru_nn__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_gru_nn__ps_v5,GOLD,gru_nn__ps,BTMC_nhan_tron
gold_btmc_sjc_gru_nn__ps_v5,GOLD,gru_nn__ps,BTMC_sjc
gold_btmc_sjc_gru_nn__ps_v10,GOLD,gru_nn__ps,BTMC_sjc
gold_xau_spot_gru_nn__ps_v4,GOLD,gru_nn__ps,XAU_spot
gold_lightgbm_v5,GOLD,lightgbm,
gold_lightgbm_v10,GOLD,lightgbm,
gold_lightgbm_v2,GOLD,lightgbm,
gold_lightgbm_v4,GOLD,lightgbm,
gold_btmc_nhan_tron_lightgbm__ps_v2,GOLD,lightgbm__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_lightgbm__ps_v6,GOLD,lightgbm__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_lightgbm__ps_v3,GOLD,lightgbm__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_lightgbm__ps_v9,GOLD,lightgbm__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_lightgbm__ps_v8,GOLD,lightgbm__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_lightgbm__ps_v7,GOLD,lightgbm__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_lightgbm__ps_v10,GOLD,lightgbm__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_lightgbm__ps_v4,GOLD,lightgbm__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_lightgbm__ps,GOLD,lightgbm__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_lightgbm__ps_v5,GOLD,lightgbm__ps,BTMC_nhan_tron
gold_btmc_sjc_lightgbm__ps_v5,GOLD,lightgbm__ps,BTMC_sjc
gold_btmc_sjc_lightgbm__ps_v2,GOLD,lightgbm__ps,BTMC_sjc
gold_btmc_sjc_lightgbm__ps_v6,GOLD,lightgbm__ps,BTMC_sjc
gold_btmc_sjc_lightgbm__ps_v7,GOLD,lightgbm__ps,BTMC_sjc
gold_btmc_sjc_lightgbm__ps_v10,GOLD,lightgbm__ps,BTMC_sjc
gold_btmc_sjc_lightgbm__ps,GOLD,lightgbm__ps,BTMC_sjc
gold_btmc_sjc_lightgbm__ps_v8,GOLD,lightgbm__ps,BTMC_sjc
gold_btmc_sjc_lightgbm__ps_v9,GOLD,lightgbm__ps,BTMC_sjc
gold_btmc_sjc_lightgbm__ps_v4,GOLD,lightgbm__ps,BTMC_sjc
gold_btmc_sjc_lightgbm__ps_v3,GOLD,lightgbm__ps,BTMC_sjc
gold_xau_spot_lightgbm__ps_v5,GOLD,lightgbm__ps,XAU_spot
gold_xau_spot_lightgbm__ps_v7,GOLD,lightgbm__ps,XAU_spot
gold_xau_spot_lightgbm__ps,GOLD,lightgbm__ps,XAU_spot
gold_xau_spot_lightgbm__ps_v6,GOLD,lightgbm__ps,XAU_spot
gold_xau_spot_lightgbm__ps_v10,GOLD,lightgbm__ps,XAU_spot
gold_xau_spot_lightgbm__ps_v2,GOLD,lightgbm__ps,XAU_spot
gold_xau_spot_lightgbm__ps_v4,GOLD,lightgbm__ps,XAU_spot
gold_xau_spot_lightgbm__ps_v8,GOLD,lightgbm__ps,XAU_spot
gold_btmc_nhan_tron_lstm_nn__ps_v5,GOLD,lstm_nn__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_lstm_nn__ps_v10,GOLD,lstm_nn__ps,BTMC_nhan_tron
gold_btmc_sjc_lstm_nn__ps_v10,GOLD,lstm_nn__ps,BTMC_sjc
gold_btmc_sjc_lstm_nn__ps_v5,GOLD,lstm_nn__ps,BTMC_sjc
gold_xau_spot_lstm_nn__ps_v4,GOLD,lstm_nn__ps,XAU_spot
gold_moving_average_v3,GOLD,moving_average,
gold_moving_average_v7,GOLD,moving_average,
gold_moving_average_v10,GOLD,moving_average,
gold_moving_average_v8,GOLD,moving_average,
gold_moving_average_v2,GOLD,moving_average,
gold_moving_average_v5,GOLD,moving_average,
gold_moving_average_v6,GOLD,moving_average,
gold_moving_average_v9,GOLD,moving_average,
gold_moving_average_v4,GOLD,moving_average,
gold_moving_average,GOLD,moving_average,
gold_btmc_nhan_tron_moving_average__ps_v3,GOLD,moving_average__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_moving_average__ps_v6,GOLD,moving_average__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_moving_average__ps,GOLD,moving_average__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_moving_average__ps_v9,GOLD,moving_average__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_moving_average__ps_v8,GOLD,moving_average__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_moving_average__ps_v7,GOLD,moving_average__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_moving_average__ps_v5,GOLD,moving_average__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_moving_average__ps_v4,GOLD,moving_average__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_moving_average__ps_v10,GOLD,moving_average__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_moving_average__ps_v2,GOLD,moving_average__ps,BTMC_nhan_tron
gold_btmc_sjc_moving_average__ps_v4,GOLD,moving_average__ps,BTMC_sjc
gold_btmc_sjc_moving_average__ps_v8,GOLD,moving_average__ps,BTMC_sjc
gold_btmc_sjc_moving_average__ps,GOLD,moving_average__ps,BTMC_sjc
gold_btmc_sjc_moving_average__ps_v6,GOLD,moving_average__ps,BTMC_sjc
gold_btmc_sjc_moving_average__ps_v9,GOLD,moving_average__ps,BTMC_sjc
gold_btmc_sjc_moving_average__ps_v5,GOLD,moving_average__ps,BTMC_sjc
gold_btmc_sjc_moving_average__ps_v10,GOLD,moving_average__ps,BTMC_sjc
gold_btmc_sjc_moving_average__ps_v2,GOLD,moving_average__ps,BTMC_sjc
gold_btmc_sjc_moving_average__ps_v7,GOLD,moving_average__ps,BTMC_sjc
gold_btmc_sjc_moving_average__ps_v3,GOLD,moving_average__ps,BTMC_sjc
gold_xau_spot_moving_average__ps_v8,GOLD,moving_average__ps,XAU_spot
gold_xau_spot_moving_average__ps_v6,GOLD,moving_average__ps,XAU_spot
gold_xau_spot_moving_average__ps_v3,GOLD,moving_average__ps,XAU_spot
gold_xau_spot_moving_average__ps,GOLD,moving_average__ps,XAU_spot
gold_xau_spot_moving_average__ps_v7,GOLD,moving_average__ps,XAU_spot
gold_xau_spot_moving_average__ps_v10,GOLD,moving_average__ps,XAU_spot
gold_xau_spot_moving_average__ps_v9,GOLD,moving_average__ps,XAU_spot
gold_xau_spot_moving_average__ps_v5,GOLD,moving_average__ps,XAU_spot
gold_xau_spot_moving_average__ps_v4,GOLD,moving_average__ps,XAU_spot
gold_xau_spot_moving_average__ps_v2,GOLD,moving_average__ps,XAU_spot
gold_random_forest_v2,GOLD,random_forest,
gold_random_forest_v6,GOLD,random_forest,
gold_random_forest_v5,GOLD,random_forest,
gold_random_forest_v10,GOLD,random_forest,
gold_random_forest_v8,GOLD,random_forest,
gold_random_forest_v4,GOLD,random_forest,
gold_random_forest_v7,GOLD,random_forest,
gold_random_forest,GOLD,random_forest,
gold_btmc_nhan_tron_random_forest__ps_v10,GOLD,random_forest__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_random_forest__ps_v4,GOLD,random_forest__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_random_forest__ps,GOLD,random_forest__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_random_forest__ps_v8,GOLD,random_forest__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_random_forest__ps_v7,GOLD,random_forest__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_random_forest__ps_v9,GOLD,random_forest__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_random_forest__ps_v5,GOLD,random_forest__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_random_forest__ps_v2,GOLD,random_forest__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_random_forest__ps_v3,GOLD,random_forest__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_random_forest__ps_v6,GOLD,random_forest__ps,BTMC_nhan_tron
gold_btmc_sjc_random_forest__ps_v4,GOLD,random_forest__ps,BTMC_sjc
gold_btmc_sjc_random_forest__ps_v3,GOLD,random_forest__ps,BTMC_sjc
gold_btmc_sjc_random_forest__ps,GOLD,random_forest__ps,BTMC_sjc
gold_btmc_sjc_random_forest__ps_v8,GOLD,random_forest__ps,BTMC_sjc
gold_btmc_sjc_random_forest__ps_v5,GOLD,random_forest__ps,BTMC_sjc
gold_btmc_sjc_random_forest__ps_v10,GOLD,random_forest__ps,BTMC_sjc
gold_btmc_sjc_random_forest__ps_v2,GOLD,random_forest__ps,BTMC_sjc
gold_btmc_sjc_random_forest__ps_v7,GOLD,random_forest__ps,BTMC_sjc
gold_btmc_sjc_random_forest__ps_v9,GOLD,random_forest__ps,BTMC_sjc
gold_btmc_sjc_random_forest__ps_v6,GOLD,random_forest__ps,BTMC_sjc
gold_xau_spot_random_forest__ps_v6,GOLD,random_forest__ps,XAU_spot
gold_xau_spot_random_forest__ps_v7,GOLD,random_forest__ps,XAU_spot
gold_xau_spot_random_forest__ps_v2,GOLD,random_forest__ps,XAU_spot
gold_xau_spot_random_forest__ps_v4,GOLD,random_forest__ps,XAU_spot
gold_xau_spot_random_forest__ps_v10,GOLD,random_forest__ps,XAU_spot
gold_xau_spot_random_forest__ps_v8,GOLD,random_forest__ps,XAU_spot
gold_xau_spot_random_forest__ps,GOLD,random_forest__ps,XAU_spot
gold_xau_spot_random_forest__ps_v5,GOLD,random_forest__ps,XAU_spot
gold_btmc_nhan_tron_rl_dqn__ps,GOLD,rl_dqn__ps,BTMC_nhan_tron
gold_btmc_sjc_rl_dqn__ps,GOLD,rl_dqn__ps,BTMC_sjc
gold_xau_spot_rl_dqn__ps,GOLD,rl_dqn__ps,XAU_spot
gold_sarima_v9,GOLD,sarima,
gold_sarima_v4,GOLD,sarima,
gold_sarima_v6,GOLD,sarima,
gold_sarima_v3,GOLD,sarima,
gold_sarima_v8,GOLD,sarima,
gold_sarima_v5,GOLD,sarima,
gold_sarima_v7,GOLD,sarima,
gold_sarima_v10,GOLD,sarima,
gold_sarima,GOLD,sarima,
gold_sarima_v2,GOLD,sarima,
gold_btmc_nhan_tron_sarima__ps_v5,GOLD,sarima__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_sarima__ps_v9,GOLD,sarima__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_sarima__ps_v2,GOLD,sarima__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_sarima__ps_v6,GOLD,sarima__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_sarima__ps,GOLD,sarima__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_sarima__ps_v3,GOLD,sarima__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_sarima__ps_v8,GOLD,sarima__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_sarima__ps_v7,GOLD,sarima__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_sarima__ps_v10,GOLD,sarima__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_sarima__ps_v4,GOLD,sarima__ps,BTMC_nhan_tron
gold_btmc_sjc_sarima__ps_v4,GOLD,sarima__ps,BTMC_sjc
gold_btmc_sjc_sarima__ps,GOLD,sarima__ps,BTMC_sjc
gold_btmc_sjc_sarima__ps_v9,GOLD,sarima__ps,BTMC_sjc
gold_btmc_sjc_sarima__ps_v5,GOLD,sarima__ps,BTMC_sjc
gold_btmc_sjc_sarima__ps_v3,GOLD,sarima__ps,BTMC_sjc
gold_btmc_sjc_sarima__ps_v8,GOLD,sarima__ps,BTMC_sjc
gold_btmc_sjc_sarima__ps_v10,GOLD,sarima__ps,BTMC_sjc
gold_btmc_sjc_sarima__ps_v6,GOLD,sarima__ps,BTMC_sjc
gold_btmc_sjc_sarima__ps_v7,GOLD,sarima__ps,BTMC_sjc
gold_btmc_sjc_sarima__ps_v2,GOLD,sarima__ps,BTMC_sjc
gold_xau_spot_sarima__ps_v9,GOLD,sarima__ps,XAU_spot
gold_xau_spot_sarima__ps_v3,GOLD,sarima__ps,XAU_spot
gold_xau_spot_sarima__ps_v8,GOLD,sarima__ps,XAU_spot
gold_xau_spot_sarima__ps_v10,GOLD,sarima__ps,XAU_spot
gold_xau_spot_sarima__ps_v6,GOLD,sarima__ps,XAU_spot
gold_xau_spot_sarima__ps_v2,GOLD,sarima__ps,XAU_spot
gold_xau_spot_sarima__ps_v5,GOLD,sarima__ps,XAU_spot
gold_xau_spot_sarima__ps_v7,GOLD,sarima__ps,XAU_spot
gold_xau_spot_sarima__ps_v4,GOLD,sarima__ps,XAU_spot
gold_xau_spot_sarima__ps,GOLD,sarima__ps,XAU_spot
gold_xgboost_v10,GOLD,xgboost,
gold_xgboost_v4,GOLD,xgboost,
gold_btmc_nhan_tron_xgboost__ps_v2,GOLD,xgboost__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_xgboost__ps_v10,GOLD,xgboost__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_xgboost__ps_v8,GOLD,xgboost__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_xgboost__ps_v4,GOLD,xgboost__ps,BTMC_nhan_tron
gold_btmc_nhan_tron_xgboost__ps_v5,GOLD,xgboost__ps,BTMC_nhan_tron
gold_btmc_sjc_xgboost__ps_v6,GOLD,xgboost__ps,BTMC_sjc
gold_btmc_sjc_xgboost__ps_v4,GOLD,xgboost__ps,BTMC_sjc
gold_btmc_sjc_xgboost__ps_v7,GOLD,xgboost__ps,BTMC_sjc
gold_btmc_sjc_xgboost__ps_v10,GOLD,xgboost__ps,BTMC_sjc
gold_btmc_sjc_xgboost__ps_v8,GOLD,xgboost__ps,BTMC_sjc
gold_btmc_sjc_xgboost__ps_v5,GOLD,xgboost__ps,BTMC_sjc
gold_btmc_sjc_xgboost__ps,GOLD,xgboost__ps,BTMC_sjc
gold_btmc_sjc_xgboost__ps_v2,GOLD,xgboost__ps,BTMC_sjc
gold_xau_spot_xgboost__ps_v8,GOLD,xgboost__ps,XAU_spot
gold_xau_spot_xgboost__ps_v5,GOLD,xgboost__ps,XAU_spot
gold_xau_spot_xgboost__ps,GOLD,xgboost__ps,XAU_spot
gold_xau_spot_xgboost__ps_v4,GOLD,xgboost__ps,XAU_spot
gold_xau_spot_xgboost__ps_v6,GOLD,xgboost__ps,XAU_spot
gold_xau_spot_xgboost__ps_v10,GOLD,xgboost__ps,XAU_spot
gold_xau_spot_xgboost__ps_v7,GOLD,xgboost__ps,XAU_spot
gold_xau_spot_xgboost__ps_v2,GOLD,xgboost__ps,XAU_spot
nasdaq_aapl_arima_garch__ps_v10,NASDAQ,arima_garch__ps,AAPL
nasdaq_aapl_arima_garch__ps_v5,NASDAQ,arima_garch__ps,AAPL
nasdaq_adbe_arima_garch__ps_v4,NASDAQ,arima_garch__ps,ADBE
nasdaq_adbe_arima_garch__ps_v2,NASDAQ,arima_garch__ps,ADBE
nasdaq_adbe_arima_garch__ps_v10,NASDAQ,arima_garch__ps,ADBE
nasdaq_adbe_arima_garch__ps_v7,NASDAQ,arima_garch__ps,ADBE
nasdaq_adbe_arima_garch__ps,NASDAQ,arima_garch__ps,ADBE
nasdaq_adbe_arima_garch__ps_v6,NASDAQ,arima_garch__ps,ADBE
nasdaq_adbe_arima_garch__ps_v5,NASDAQ,arima_garch__ps,ADBE
nasdaq_adbe_arima_garch__ps_v8,NASDAQ,arima_garch__ps,ADBE
nasdaq_amd_arima_garch__ps_v5,NASDAQ,arima_garch__ps,AMD
nasdaq_amd_arima_garch__ps_v10,NASDAQ,arima_garch__ps,AMD
nasdaq_amzn_arima_garch__ps_v7,NASDAQ,arima_garch__ps,AMZN
nasdaq_amzn_arima_garch__ps_v8,NASDAQ,arima_garch__ps,AMZN
nasdaq_amzn_arima_garch__ps_v10,NASDAQ,arima_garch__ps,AMZN
nasdaq_amzn_arima_garch__ps_v5,NASDAQ,arima_garch__ps,AMZN
nasdaq_amzn_arima_garch__ps,NASDAQ,arima_garch__ps,AMZN
nasdaq_amzn_arima_garch__ps_v2,NASDAQ,arima_garch__ps,AMZN
nasdaq_amzn_arima_garch__ps_v6,NASDAQ,arima_garch__ps,AMZN
nasdaq_amzn_arima_garch__ps_v4,NASDAQ,arima_garch__ps,AMZN
nasdaq_avgo_arima_garch__ps_v10,NASDAQ,arima_garch__ps,AVGO
nasdaq_avgo_arima_garch__ps_v5,NASDAQ,arima_garch__ps,AVGO
nasdaq_cost_arima_garch__ps_v7,NASDAQ,arima_garch__ps,COST
nasdaq_cost_arima_garch__ps,NASDAQ,arima_garch__ps,COST
nasdaq_cost_arima_garch__ps_v5,NASDAQ,arima_garch__ps,COST
nasdaq_cost_arima_garch__ps_v2,NASDAQ,arima_garch__ps,COST
nasdaq_cost_arima_garch__ps_v10,NASDAQ,arima_garch__ps,COST
nasdaq_cost_arima_garch__ps_v3,NASDAQ,arima_garch__ps,COST
nasdaq_cost_arima_garch__ps_v9,NASDAQ,arima_garch__ps,COST
nasdaq_cost_arima_garch__ps_v4,NASDAQ,arima_garch__ps,COST
nasdaq_cost_arima_garch__ps_v8,NASDAQ,arima_garch__ps,COST
nasdaq_cost_arima_garch__ps_v6,NASDAQ,arima_garch__ps,COST
nasdaq_csco_arima_garch__ps_v2,NASDAQ,arima_garch__ps,CSCO
nasdaq_csco_arima_garch__ps_v8,NASDAQ,arima_garch__ps,CSCO
nasdaq_csco_arima_garch__ps_v5,NASDAQ,arima_garch__ps,CSCO
nasdaq_csco_arima_garch__ps_v10,NASDAQ,arima_garch__ps,CSCO
nasdaq_googl_arima_garch__ps_v4,NASDAQ,arima_garch__ps,GOOGL
nasdaq_googl_arima_garch__ps_v3,NASDAQ,arima_garch__ps,GOOGL
nasdaq_googl_arima_garch__ps_v10,NASDAQ,arima_garch__ps,GOOGL
nasdaq_googl_arima_garch__ps_v2,NASDAQ,arima_garch__ps,GOOGL
nasdaq_googl_arima_garch__ps_v7,NASDAQ,arima_garch__ps,GOOGL
nasdaq_googl_arima_garch__ps_v6,NASDAQ,arima_garch__ps,GOOGL
nasdaq_googl_arima_garch__ps_v8,NASDAQ,arima_garch__ps,GOOGL
nasdaq_googl_arima_garch__ps_v9,NASDAQ,arima_garch__ps,GOOGL
nasdaq_googl_arima_garch__ps_v5,NASDAQ,arima_garch__ps,GOOGL
nasdaq_googl_arima_garch__ps,NASDAQ,arima_garch__ps,GOOGL
nasdaq_intc_arima_garch__ps_v10,NASDAQ,arima_garch__ps,INTC
nasdaq_meta_arima_garch__ps_v10,NASDAQ,arima_garch__ps,META
nasdaq_meta_arima_garch__ps_v7,NASDAQ,arima_garch__ps,META
nasdaq_meta_arima_garch__ps,NASDAQ,arima_garch__ps,META
nasdaq_meta_arima_garch__ps_v2,NASDAQ,arima_garch__ps,META
nasdaq_meta_arima_garch__ps_v8,NASDAQ,arima_garch__ps,META
nasdaq_meta_arima_garch__ps_v6,NASDAQ,arima_garch__ps,META
nasdaq_meta_arima_garch__ps_v5,NASDAQ,arima_garch__ps,META
nasdaq_meta_arima_garch__ps_v4,NASDAQ,arima_garch__ps,META
nasdaq_msft_arima_garch__ps_v10,NASDAQ,arima_garch__ps,MSFT
nasdaq_msft_arima_garch__ps_v2,NASDAQ,arima_garch__ps,MSFT
nasdaq_msft_arima_garch__ps_v5,NASDAQ,arima_garch__ps,MSFT
nasdaq_nflx_arima_garch__ps_v5,NASDAQ,arima_garch__ps,NFLX
nasdaq_nflx_arima_garch__ps_v10,NASDAQ,arima_garch__ps,NFLX
nasdaq_nvda_arima_garch__ps_v6,NASDAQ,arima_garch__ps,NVDA
nasdaq_nvda_arima_garch__ps_v10,NASDAQ,arima_garch__ps,NVDA
nasdaq_nvda_arima_garch__ps_v4,NASDAQ,arima_garch__ps,NVDA
nasdaq_nvda_arima_garch__ps_v2,NASDAQ,arima_garch__ps,NVDA
nasdaq_nvda_arima_garch__ps,NASDAQ,arima_garch__ps,NVDA
nasdaq_nvda_arima_garch__ps_v7,NASDAQ,arima_garch__ps,NVDA
nasdaq_nvda_arima_garch__ps_v8,NASDAQ,arima_garch__ps,NVDA
nasdaq_nvda_arima_garch__ps_v5,NASDAQ,arima_garch__ps,NVDA
nasdaq_tsla_arima_garch__ps_v4,NASDAQ,arima_garch__ps,TSLA
nasdaq_tsla_arima_garch__ps_v5,NASDAQ,arima_garch__ps,TSLA
nasdaq_tsla_arima_garch__ps,NASDAQ,arima_garch__ps,TSLA
nasdaq_tsla_arima_garch__ps_v7,NASDAQ,arima_garch__ps,TSLA
nasdaq_tsla_arima_garch__ps_v6,NASDAQ,arima_garch__ps,TSLA
nasdaq_tsla_arima_garch__ps_v2,NASDAQ,arima_garch__ps,TSLA
nasdaq_tsla_arima_garch__ps_v8,NASDAQ,arima_garch__ps,TSLA
nasdaq_tsla_arima_garch__ps_v3,NASDAQ,arima_garch__ps,TSLA
nasdaq_tsla_arima_garch__ps_v10,NASDAQ,arima_garch__ps,TSLA
nasdaq_aapl_egarch__ps_v8,NASDAQ,egarch__ps,AAPL
nasdaq_aapl_egarch__ps_v4,NASDAQ,egarch__ps,AAPL
nasdaq_aapl_egarch__ps,NASDAQ,egarch__ps,AAPL
nasdaq_aapl_egarch__ps_v2,NASDAQ,egarch__ps,AAPL
nasdaq_aapl_egarch__ps_v5,NASDAQ,egarch__ps,AAPL
nasdaq_aapl_egarch__ps_v7,NASDAQ,egarch__ps,AAPL
nasdaq_aapl_egarch__ps_v9,NASDAQ,egarch__ps,AAPL
nasdaq_aapl_egarch__ps_v10,NASDAQ,egarch__ps,AAPL
nasdaq_aapl_egarch__ps_v6,NASDAQ,egarch__ps,AAPL
nasdaq_aapl_egarch__ps_v3,NASDAQ,egarch__ps,AAPL
nasdaq_adbe_egarch__ps_v10,NASDAQ,egarch__ps,ADBE
nasdaq_adbe_egarch__ps_v5,NASDAQ,egarch__ps,ADBE
nasdaq_amzn_egarch__ps_v8,NASDAQ,egarch__ps,AMZN
nasdaq_amzn_egarch__ps_v5,NASDAQ,egarch__ps,AMZN
nasdaq_amzn_egarch__ps_v2,NASDAQ,egarch__ps,AMZN
nasdaq_amzn_egarch__ps_v10,NASDAQ,egarch__ps,AMZN
nasdaq_cost_egarch__ps_v2,NASDAQ,egarch__ps,COST
nasdaq_cost_egarch__ps_v5,NASDAQ,egarch__ps,COST
nasdaq_cost_egarch__ps_v8,NASDAQ,egarch__ps,COST
nasdaq_cost_egarch__ps_v10,NASDAQ,egarch__ps,COST
nasdaq_msft_egarch__ps_v10,NASDAQ,egarch__ps,MSFT
nasdaq_msft_egarch__ps_v2,NASDAQ,egarch__ps,MSFT
nasdaq_msft_egarch__ps,NASDAQ,egarch__ps,MSFT
nasdaq_msft_egarch__ps_v8,NASDAQ,egarch__ps,MSFT
nasdaq_msft_egarch__ps_v4,NASDAQ,egarch__ps,MSFT
nasdaq_msft_egarch__ps_v6,NASDAQ,egarch__ps,MSFT
nasdaq_msft_egarch__ps_v5,NASDAQ,egarch__ps,MSFT
nasdaq_msft_egarch__ps_v9,NASDAQ,egarch__ps,MSFT
nasdaq_msft_egarch__ps_v3,NASDAQ,egarch__ps,MSFT
nasdaq_msft_egarch__ps_v7,NASDAQ,egarch__ps,MSFT
nasdaq_nflx_egarch__ps,NASDAQ,egarch__ps,NFLX
nasdaq_nflx_egarch__ps_v2,NASDAQ,egarch__ps,NFLX
nasdaq_nflx_egarch__ps_v7,NASDAQ,egarch__ps,NFLX
nasdaq_nflx_egarch__ps_v3,NASDAQ,egarch__ps,NFLX
nasdaq_nflx_egarch__ps_v6,NASDAQ,egarch__ps,NFLX
nasdaq_nflx_egarch__ps_v4,NASDAQ,egarch__ps,NFLX
nasdaq_nflx_egarch__ps_v8,NASDAQ,egarch__ps,NFLX
nasdaq_nflx_egarch__ps_v5,NASDAQ,egarch__ps,NFLX
nasdaq_nflx_egarch__ps_v10,NASDAQ,egarch__ps,NFLX
nasdaq_nflx_egarch__ps_v9,NASDAQ,egarch__ps,NFLX
nasdaq_nvda_egarch__ps_v2,NASDAQ,egarch__ps,NVDA
nasdaq_nvda_egarch__ps_v8,NASDAQ,egarch__ps,NVDA
nasdaq_nvda_egarch__ps_v4,NASDAQ,egarch__ps,NVDA
nasdaq_nvda_egarch__ps_v7,NASDAQ,egarch__ps,NVDA
nasdaq_nvda_egarch__ps_v6,NASDAQ,egarch__ps,NVDA
nasdaq_nvda_egarch__ps,NASDAQ,egarch__ps,NVDA
nasdaq_nvda_egarch__ps_v10,NASDAQ,egarch__ps,NVDA
nasdaq_nvda_egarch__ps_v5,NASDAQ,egarch__ps,NVDA
nasdaq_qcom_egarch__ps_v10,NASDAQ,egarch__ps,QCOM
nasdaq_tsla_egarch__ps_v10,NASDAQ,egarch__ps,TSLA
nasdaq_ema_v2,NASDAQ,ema,
nasdaq_ema_v5,NASDAQ,ema,
nasdaq_ema_v10,NASDAQ,ema,
nasdaq_ema_v8,NASDAQ,ema,
nasdaq_aapl_ema__ps_v2,NASDAQ,ema__ps,AAPL
nasdaq_aapl_ema__ps,NASDAQ,ema__ps,AAPL
nasdaq_aapl_ema__ps_v3,NASDAQ,ema__ps,AAPL
nasdaq_aapl_ema__ps_v4,NASDAQ,ema__ps,AAPL
nasdaq_aapl_ema__ps_v8,NASDAQ,ema__ps,AAPL
nasdaq_aapl_ema__ps_v10,NASDAQ,ema__ps,AAPL
nasdaq_aapl_ema__ps_v5,NASDAQ,ema__ps,AAPL
